"LA code","region","admissions_total","admissions_count_men","admissions_count_women","adm_per_100_000_all","adm_per_male","adm_per_female","yr"
"708","Lambeth","1513","499","1012","475.46320738114991","312.76638419495561","637.79368760713919",2016
"709","Lewisham","964","311","653","330.2127542963625","216.69302750120193","439.99137536048295",2016
"730","Merton","700","250","450","343.95499103260204","250.09253423766793","434.56427688504323",2016
"731","Newham","1671","528","1143","515.22869247229607","312.08624929071306","736.7633977491007",2016
"732","Redbridge","1364","529","835","465.44164064765994","364.38278790717538","564.65464775017244",2016
"733","Richmond upon Thames","460","236","224","237.62171655861766","250.9250202015906","225.05098811449469",2016
"710","Southwark","1651","535","1116","545.71657114147649","356.72136394247116","731.51067441875705",2016
"734","Sutton","944","240","704","476.44523403353281","248.68404691839018","692.73611083777769",2016
"711","Tower Hamlets","1102","330","772","388.00767565093395","224.58299022043161","563.19122238758064",2016
"735","Waltham Forest","1999","559","1436","745.83986269681373","417.55056918342342","1070.4914122137404",2016
"712","Wandsworth","910","298","612","291.53117941982094","198.64018130915875","377.48650732459521",2016
"707","Kensington and Chelsea","451","153","298","288.7508803380498","198.04030702719496","377.53537810548187",2016
"729","Kingston-upon-Thames","428","182","246","251.82692194542184","218.1914090129836","284.24519036339478",2016
"713","Westminster","924","351","573","396.07016099994854","291.34191588435965","507.9111820236671",2016
"J","South East","61957","22420","39532","698.20003069704603","513.65351527328801","876.73386252585931",2016
"614","Bracknell Forest","788","335","453","667.65515780554972","571.46756281878504","762.5749107804188",2016
"816","Brighton & Hove","1867","679","1188","664.23316113791293","481.80289365567057","847.68136314013145",2016
"612","Buckinghamshire","3381","1530","1850","647.79794681963972","598.10249053004395","695.19339528696457",2016
"815","East Sussex","3185","1253","1932","590.07051203669744","480.74340656389319","692.15557020435074",2016
"812","Hampshire","8466","3134","5331","628.91119470840988","475.78347145830514","775.49375720979344",2016
"803","Isle of Wight","1641","646","995","1179.6844110563964","950.68505246427571","1398.3753548640975",2016
"820","Kent","9121","3508","5613","603.89815897465098","474.01754189204348","728.67997668431781",2016
"821","Medway","3318","1121","2197","1210.8826159151872","824.23440314694312","1591.9136294471416",2016
"613","Milton Keynes","1666","487","1179","642.63534494397186","379.44011157253385","900.70130941649222",2016
"608","Oxfordshire","3084","923","2161","458.5764502257195","276.34068645062393","638.38963924043162",2016
"813","Portsmouth","1182","431","751","565.32032427003367","406.97235231908144","727.84718116707529",2016
"616","Reading","1486","457","1029","923.98569874086729","565.02064736282477","1287.1671065634264",2016
"618","Windsor & Maidenhead","1740","676","1064","1180.4613297150611","927.17048415855174","1428.3796482749362",2016
