"LA code","region","admissions_total","admissions_count_men","admissions_count_women","adm_per_100_000_all","adm_per_male","adm_per_female","yr"
"617","Slough","2524","796","1728","1745.8066747362961","1099.1287057621407","2394.8776228622114",2016
"814","Southampton","4304","1467","2837","1754.6577520485957","1176.9141903600539","2351.5856832612194",2016
"805","Surrey","4044","1218","2826","348.2436258671645","213.84853624363984","477.61173849996788",2016
"615","West Berkshire","1151","404","747","739.09023193691735","522.99088649544331","951.78635135823868",2016
"807","West Sussex","7897","2949","4945","953.28573946339804","734.37857975316513","1158.5300140101303",2016
"619","Wokingham","1112","406","706","698.9446689755307","516.51972571021463","877.0840062613363",2016
"K","South West","58128","20216","37907","1071.8191478514109","758.99419003012918","1373.5525103830817",2016
"908","Bath and North East Somerset","1275","472","803","700.46862724630671","526.66227781435157","869.04761904761915",2016
"811","Poole","1956","690","1266","1303.0531147366248","936.96531870400031","1655.616148142336",2016
"810","Bournemouth","2414","928","1486","1261.29891843879","963.88545550858464","1562.3521495484317",2016
"909","Bristol","5275","1792","3483","1192.1604433254836","811.13132904230383","1572.1198115081156",2016
"902","Cornwall","11493","3601","7889","2107.511896357285","1360.3155055568568","2811.3050884301379",2016
"912","Devon","6897","2398","4499","901.2128545332431","643.44918817534653","1145.8829462359565",2016
"809","Dorset","3928","1524","2402","939.10856410587451","747.43987130694086","1120.4769257322516",2016
"904","Gloucestershire","1696","737","959","277.42699547872519","245.92406719032587","307.72093978424238",2016
"910","North Somerset","2047","829","1218","983.40651632925631","818.92719549540652","1139.1268564587931",2016
"913","Plymouth","4468","1627","2841","1708.3037018344764","1251.9429354099016","2159.0114600115512",2016
"905","Somerset","4622","1524","3098","853.38316017643729","576.83791384524545","1116.7585883710033",2016
"911","South Gloucestershire","2651","966","1685","976.22589815728622","716.457761625751","1232.391790881032",2016
"819","Swindon","1986","660","1326","920.30083549970118","613.58248500906427","1225.1233438660679",2016
"906","Isles of Scilly","28","9","19","1228.0701754385964","783.97212543554008","1678.4452296819788",2016
"914","Torbay","2523","802","1721","1897.2207182818986","1246.6579618230428","2506.8461224727612",2016
"817","Wiltshire","4869","1657","3212","1007.7761656486797","693.83379812241958","1314.6423820730586",2016
"A","North East","20188","7039","13148","781","565","991",2017
"116","County Durham","3373","1283","2089","647","502","787",2017
"117","Darlington","649","274","375","623","541","698",2017
"106","Gateshead","1428","405","1023","716","427","1003",2017
"111","Hartlepool","554","208","346","616","473","751",2017
"112","Middlesbrough","829","298","531","657","496","812",2017
"107","Newcastleupon Tyne","1937","519","1418","737","451","1038",2017
"108","North Tyneside","2658","953","1705","1315","982","1623",2017
"104","Northumberland","4179","1586","2593","1292","961","1617",2017
"113","Redcarand Cleveland","740","289","451","546","437","648",2017
"109","South Tyneside","712","262","450","479","361","589",2017
"114","Stockton-on-Tees","1030","365","665","548","410","682",2017
"110","Sunderland","2099","597","1502","757","453","1054",2017
"B","North West","78248","26808","51435","1126","811","1440",2017
"324","Blackburn with Darwen","2287","701","1586","1733","1110","2342",2017
"325","Blackpool","1015","372","643","733","542","919",2017
"304","Bolton","2174","906","1268","827","715","936",2017
"305","Bury","1115","519","596","623","610","637",2017
"326","Cheshire East","2827","750","2077","802","393","1209",2017
"327","Cheshire West and Chester","4627","1103","3524","1444","669","2190",2017
"102","Cumbria","3374","1168","2206","674","440","913",2017
"321","Halton","1465","533","932","1192","896","1474",2017
"315","Knowsley","1892","664","1228","1334","1010","1621",2017
"323","Lancashire","12744","4452","8289","1087","772","1398",2017
"316","Liverpool","4042","1425","2617","926","750","1124",2017
"306","Manchester","4811","1088","3723","1055","641","1486",2017
"307","Oldham","1845","813","1032","893","812","964",2017
"308","Rochdale","1640","690","948","836","733","934",2017
"309","Salford","3925","1255","2670","1752","1255","2277",2017
"317","Sefton","2966","1145","1821","1071","838","1310",2017
"318","St.Helens","2148","833","1315","1212","960","1466",2017
"310","Stockport","4070","1436","2634","1439","1043","1819",2017
"311","Tameside","2422","789","1633","1129","765","1476",2017
"312","Trafford","1418","412","1006","651","397","897",2017
"322","Warrington","1400","649","751","696","664","729",2017
"313","Wigan","4765","1796","2969","1505","1157","1850",2017
"319","Wirral","9276","3309","5967","2931","2147","3687",2017
"D","Yorkshire and the Humber","58312","17007","41302","1113","689","1536",2017
"204","Barnsley","1234","482","752","520","410","625",2017
"209","Bradford","9112","2539","6573","1904","1175","2625",2017
"210","Calderdale","1605","514","1091","793","521","1057",2017
"205","Doncaster","3052","550","2501","1007","378","1662",2017
"214","East Riding of Yorkshire","2433","822","1611","705","449","962",2017
"215","Kingstonupon Hull, of","1390","356","1034","565","317","817",2017
"211","Kirklees","4593","1161","3432","1104","596","1609",2017
"212","Leeds","7871","2379","5492","1114","756","1463",2017
"216","North East Lincolnshire","2215","564","1650","1418","750","2088",2017
"217","North Lincolnshire","1047","279","768","634","329","940",2017
"218","North Yorkshire","7166","2694","4471","1173","856","1512",2017
"206","Rotherham","2873","803","2070","1131","640","1608",2017
"207","Sheffield","4196","1018","3178","777","423","1132",2017
"213","Wakefield","6816","1945","4871","2069","1213","2894",2017
"219","York","2709","901","1808","1364","1017","1718",2017
"E","East Midlands","49582","15557","34022","1086","706","1465",2017
"507","Derby","3341","452","2889","1287","424","2160",2017
"506","Derbyshire","9576","2562","7014","1256","647","1849",2017
"509","Leicester","2031","639","1392","732","522","942",2017
"508","Leicestershire","4464","1637","2827","675","500","845",2017
"503","Lincolnshire","7621","2659","4962","1025","709","1338",2017
"504","Northamptonshire","6501","2312","4189","944","699","1191",2017
"512","Nottingham","5018","1483","3535","1849","1315","2434",2017
"511","Nottinghamshire","10878","3762","7113","1363","947","1780",2017
"510","Rutland","152","51","101","401","238","609",2017
"F","West Midlands","76743","22952","53784","1386","877","1897",2017
"406","Birmingham","12752","2271","10478","1213","546","1864",2017
"407","Coventry","5593","1711","3882","1882","1272","2504",2017
"408","Dudley","4876","1109","3767","1587","731","2423",2017
"415","Herefordshire, of","1530","678","852","785","694","885",2017
"409","Sandwell","3132","793","2339","1038","592","1478",2017
"417","Shropshire","2675","824","1850","864","504","1252",2017
"410","Solihull","1939","273","1666","1002","269","1715",2017
"413","Staffordshire","8816","3063","5752","1021","709","1347",2017
"414","Stoke-on-Trent","3120","880","2240","1281","771","1804",2017
"418","Telford and Wrekin","1873","458","1414","1131","588","1683",2017
"411","Walsall","4763","1569","3194","1831","1272","2376",2017
"404","Warwickshire","7646","2536","5110","1394","935","1854",2017
"412","Wolverhampton","5041","1716","3324","2129","1566","2690",2017
"416","Worcestershire","12987","5071","7916","2225","1742","2707",2017
"G","East of England","49786","18441","31339","844","649","1037",2017
"625","Bedford","894","405","489","575","535","613",2017
"623","Cambridgeshire","5486","2265","3221","887","767","1021",2017
"626","Central Bedfordshire","1747","664","1083","658","516","801",2017
"620","Essex","8159","3221","4938","574","465","681",2017
"606","Hertfordshire","11866","4359","7503","1096","862","1319",2017
"611","Luton","2081","578","1502","1110","715","1514",2017
"607","Norfolk","7349","2552","4796","820","565","1077",2017
"624","Peterborough","1178","381","797","654","479","839",2017
"621","Southend-on-Sea","585","259","326","340","314","367",2017
"609","Suffolk","9441","3329","6112","1280","897","1678",2017
"622","Thurrock","1000","428","572","704","639","762",2017
"H","London","53267","17720","35533","748","571","921",2017
"716","Barkingand Dagenham","1365","512","853","929","773","1075",2017
"717","Barnet","1639","581","1057","513","405","617",2017
"718","Bexley","1805","698","1105","812","688","926",2017
"719","Brent","3299","1142","2156","1231","898","1555",2017
"720","Bromley","1517","566","951","497","409","577",2017
"702","Camden","804","291","513","432","345","520",2017
"714","Cityof London","26","14","12","336","321","346",2017
"721","Croydon","2525","843","1682","750","571","918",2017
"722","Ealing","2929","1024","1905","1059","800","1310",2017
"723","Enfield","2455","885","1564","901","729","1062",2017
"703","Greenwich","1627","529","1098","705","546","870",2017
"704","Hackney","2957","558","2399","1478","802","2125",2017
"705","Hammersmithand Fulham","959","390","569","719","661","777",2017
"724","Haringey","2034","604","1430","989","711","1256",2017
"725","Harrow","2306","879","1427","1042","831","1246",2017
"726","Havering","1475","651","824","626","585","663",2017
"727","Hillingdon","2697","727","1969","965","591","1336",2017
"728","Hounslow","1289","443","846","577","443","715",2017
"706","Islington","1590","489","1101","994","738","1248",2017
"707","Kensingtonand Chelsea","504","201","303","350","319","386",2017
"729","Kingstonupon Thames","663","192","471","421","298","542",2017
"708","Lambeth","1911","628","1283","881","695","1063",2017
"709","Lewisham","1353","379","974","561","391","722",2017
"730","Merton","988","370","618","608","523","691",2017
"731","Newham","2017","623","1394","962","680","1250",2017
"732","Redbridge","1472","556","915","637","515","752",2017
"733","Richmondupon Thames","594","213","381","351","284","414",2017
"710","Southwark","2102","657","1445","973","733","1207",2017
"734","Sutton","1093","339","754","576","402","736",2017
"711","Tower Hamlets","1347","430","915","858","575","1146",2017
"735","Waltham Forest","1725","516","1209","787","556","1010",2017
"712","Wandsworth","1151","462","689","583","539","629",2017
"713","Westminster","1049","328","721","530","370","693",2017
"J","South East","71183","26019","45161","826","629","1021",2017
"614","Bracknell Forest","776","320","456","739","642","833",2017
"816","Brightonand Hove","2093","793","1300","877","713","1043",2017
"612","Buckinghamshire","4549","1873","2675","902","772","1030",2017
"815","East Sussex","3223","1232","1991","591","449","729",2017
"812","Hampshire","10251","3819","6432","765","582","944",2017
"803","Isle of Wight","1941","779","1162","1325","1037","1623",2017
"820","Kent","10471","4134","6337","708","575","839",2017
"821","Medway","3641","1167","2474","1395","959","1833",2017
"613","Milton Keynes","2108","672","1436","918","640","1191",2017
"608","Oxfordshire","3700","1158","2542","569","378","766",2017
"813","Portsmouth","1725","598","1127","939","706","1188",2017
"616","Reading","712","230","482","552","379","732",2017
"617","Slough","2945","1050","1895","2627","2065","3183",2017
"814","Southampton","5667","2028","3639","2703","2122","3326",2017
"805","Surrey","4925","1512","3411","444","280","604",2017
"615","West Berkshire","660","257","403","434","349","521",2017
"807","West Sussex","9158","3313","5845","1101","806","1387",2017
"618","Windsorand Maidenhead","2040","840","1200","1457","1263","1653",2017
"619","Wokingham","598","244","354","392","331","450",2017
"K","South West","67289","23786","43500","1233","887","1583",2017
"908","Bath and North East Somerset","1777","646","1131","1025","790","1259",2017
"810","Bournemouth","3450","1474","1976","1938","1786","2134",2017
"909","Bristol, of","7614","2372","5242","1952","1436","2486",2017
"902","Cornwall","12291","4008","8283","2245","1396","3079",2017
"912","Devon","7218","2521","4697","921","627","1221",2017
"809","Dorset","4779","1983","2796","1043","820","1279",2017
"904","Gloucestershire","3610","1489","2121","583","491","674",2017
"906","Islesof Scilly","26","13","13","1018","891","1109",2017
"910","North Somerset","2548","847","1701","1241","792","1669",2017
"913","Plymouth","2419","948","1471","989","810","1168",2017
"811","Poole","2163","834","1329","1437","1121","1775",2017
"905","Somerset","5229","1742","3486","966","621","1307",2017
"911","South Gloucestershire","3742","1204","2538","1412","953","1877",2017
"819","Swindon","2521","905","1616","1249","945","1547",2017
"914","Torbay","2920","1021","1897","2257","1474","3022",2017
"817","Wiltshire","4982","1779","3203","1043","746","1354",2017
