"ONS code","region","admissions_total","admissions_count_men","admissions_count_women","adm_per_100_000_all","adm_per_male","adm_per_female","yr"
"E10000014","Hampshire","8466","3134","5331","628.91119470840988","475.78347145830514","775.49375720979344",2016
"E06000046","Isle of Wight","1641","646","995","1179.6844110563964","950.68505246427571","1398.3753548640975",2016
"E10000016","Kent","9121","3508","5613","603.89815897465098","474.01754189204348","728.67997668431781",2016
"E06000035","Medway","3318","1121","2197","1210.8826159151872","824.23440314694312","1591.9136294471416",2016
"E06000042","Milton Keynes","1666","487","1179","642.63534494397186","379.44011157253385","900.70130941649222",2016
"E10000025","Oxfordshire","3084","923","2161","458.5764502257195","276.34068645062393","638.38963924043162",2016
"E06000044","Portsmouth","1182","431","751","565.32032427003367","406.97235231908144","727.84718116707529",2016
"E06000038","Reading","1486","457","1029","923.98569874086729","565.02064736282477","1287.1671065634264",2016
"E06000040","Windsor & Maidenhead","1740","676","1064","1180.4613297150611","927.17048415855174","1428.3796482749362",2016
"E06000039","Slough","2524","796","1728","1745.8066747362961","1099.1287057621407","2394.8776228622114",2016
"E06000045","Southampton","4304","1467","2837","1754.6577520485957","1176.9141903600539","2351.5856832612194",2016
"E10000030","Surrey","4044","1218","2826","348.2436258671645","213.84853624363984","477.61173849996788",2016
"E06000037","West Berkshire","1151","404","747","739.09023193691735","522.99088649544331","951.78635135823868",2016
"E10000032","West Sussex","7897","2949","4945","953.28573946339804","734.37857975316513","1158.5300140101303",2016
"E06000041","Wokingham","1112","406","706","698.9446689755307","516.51972571021463","877.0840062613363",2016
"E12000009","South West","58128","20216","37907","1071.8191478514109","758.99419003012918","1373.5525103830817",2016
"E06000022","Bath and North East Somerset","1275","472","803","700.46862724630671","526.66227781435157","869.04761904761915",2016
"E06000029","Poole","1956","690","1266","1303.0531147366248","936.96531870400031","1655.616148142336",2016
"E06000028","Bournemouth","2414","928","1486","1261.29891843879","963.88545550858464","1562.3521495484317",2016
"E06000023","Bristol","5275","1792","3483","1192.1604433254836","811.13132904230383","1572.1198115081156",2016
"E06000052","Cornwall","11493","3601","7889","2107.511896357285","1360.3155055568568","2811.3050884301379",2016
"E10000008","Devon","6897","2398","4499","901.2128545332431","643.44918817534653","1145.8829462359565",2016
"E10000009","Dorset","3928","1524","2402","939.10856410587451","747.43987130694086","1120.4769257322516",2016
"E10000013","Gloucestershire","1696","737","959","277.42699547872519","245.92406719032587","307.72093978424238",2016
"E06000024","North Somerset","2047","829","1218","983.40651632925631","818.92719549540652","1139.1268564587931",2016
"E06000026","Plymouth","4468","1627","2841","1708.3037018344764","1251.9429354099016","2159.0114600115512",2016
"E10000027","Somerset","4622","1524","3098","853.38316017643729","576.83791384524545","1116.7585883710033",2016
"E06000025","South Gloucestershire","2651","966","1685","976.22589815728622","716.457761625751","1232.391790881032",2016
"E06000030","Swindon","1986","660","1326","920.30083549970118","613.58248500906427","1225.1233438660679",2016
"E06000053","Isles of Scilly","28","9","19","1228.0701754385964","783.97212543554008","1678.4452296819788",2016
"E06000027","Torbay","2523","802","1721","1897.2207182818986","1246.6579618230428","2506.8461224727612",2016
"E06000054","Wiltshire","4869","1657","3212","1007.7761656486797","693.83379812241958","1314.6423820730586",2016
"E92000001","England5","524725","175401","349279","995","710","1281",2017
"E12000001","North East","20188","7039","13148","781","565","991",2017
"E06000047","County Durham","3373","1283","2089","647","502","787",2017
"E06000005","Darlington","649","274","375","623","541","698",2017
"E08000037","Gateshead","1428","405","1023","716","427","1003",2017
"E06000001","Hartlepool","554","208","346","616","473","751",2017
"E06000002","Middlesbrough","829","298","531","657","496","812",2017
"E08000021","Newcastleupon Tyne","1937","519","1418","737","451","1038",2017
"E08000022","North Tyneside","2658","953","1705","1315","982","1623",2017
"E06000057","Northumberland","4179","1586","2593","1292","961","1617",2017
"E06000003","Redcarand Cleveland","740","289","451","546","437","648",2017
"E08000023","South Tyneside","712","262","450","479","361","589",2017
"E06000004","Stockton-on-Tees","1030","365","665","548","410","682",2017
"E08000024","Sunderland","2099","597","1502","757","453","1054",2017
"E12000002","North West","78248","26808","51435","1126","811","1440",2017
"E06000008","Blackburn with Darwen","2287","701","1586","1733","1110","2342",2017
"E06000009","Blackpool","1015","372","643","733","542","919",2017
"E08000001","Bolton","2174","906","1268","827","715","936",2017
"E08000002","Bury","1115","519","596","623","610","637",2017
"E06000049","Cheshire East","2827","750","2077","802","393","1209",2017
"E06000050","Cheshire West and Chester","4627","1103","3524","1444","669","2190",2017
"E10000006","Cumbria","3374","1168","2206","674","440","913",2017
"E06000006","Halton","1465","533","932","1192","896","1474",2017
"E08000011","Knowsley","1892","664","1228","1334","1010","1621",2017
"E10000017","Lancashire","12744","4452","8289","1087","772","1398",2017
"E08000012","Liverpool","4042","1425","2617","926","750","1124",2017
"E08000003","Manchester","4811","1088","3723","1055","641","1486",2017
"E08000004","Oldham","1845","813","1032","893","812","964",2017
"E08000005","Rochdale","1640","690","948","836","733","934",2017
"E08000006","Salford","3925","1255","2670","1752","1255","2277",2017
"E08000014","Sefton","2966","1145","1821","1071","838","1310",2017
"E08000013","St.Helens","2148","833","1315","1212","960","1466",2017
"E08000007","Stockport","4070","1436","2634","1439","1043","1819",2017
"E08000008","Tameside","2422","789","1633","1129","765","1476",2017
"E08000009","Trafford","1418","412","1006","651","397","897",2017
"E06000007","Warrington","1400","649","751","696","664","729",2017
"E08000010","Wigan","4765","1796","2969","1505","1157","1850",2017
"E08000015","Wirral","9276","3309","5967","2931","2147","3687",2017
"E12000003","Yorkshire and the Humber","58312","17007","41302","1113","689","1536",2017
"E08000016","Barnsley","1234","482","752","520","410","625",2017
"E08000032","Bradford","9112","2539","6573","1904","1175","2625",2017
"E08000033","Calderdale","1605","514","1091","793","521","1057",2017
"E08000017","Doncaster","3052","550","2501","1007","378","1662",2017
"E06000011","East Riding of Yorkshire","2433","822","1611","705","449","962",2017
"E06000010","Kingstonupon Hull, of","1390","356","1034","565","317","817",2017
"E08000034","Kirklees","4593","1161","3432","1104","596","1609",2017
"E08000035","Leeds","7871","2379","5492","1114","756","1463",2017
"E06000012","North East Lincolnshire","2215","564","1650","1418","750","2088",2017
"E06000013","North Lincolnshire","1047","279","768","634","329","940",2017
"E10000023","North Yorkshire","7166","2694","4471","1173","856","1512",2017
"E08000018","Rotherham","2873","803","2070","1131","640","1608",2017
"E08000019","Sheffield","4196","1018","3178","777","423","1132",2017
"E08000036","Wakefield","6816","1945","4871","2069","1213","2894",2017
"E06000014","York","2709","901","1808","1364","1017","1718",2017
"E12000004","East Midlands","49582","15557","34022","1086","706","1465",2017
"E06000015","Derby","3341","452","2889","1287","424","2160",2017
"E10000007","Derbyshire","9576","2562","7014","1256","647","1849",2017
"E06000016","Leicester","2031","639","1392","732","522","942",2017
"E10000018","Leicestershire","4464","1637","2827","675","500","845",2017
"E10000019","Lincolnshire","7621","2659","4962","1025","709","1338",2017
"E10000021","Northamptonshire","6501","2312","4189","944","699","1191",2017
"E06000018","Nottingham","5018","1483","3535","1849","1315","2434",2017
"E10000024","Nottinghamshire","10878","3762","7113","1363","947","1780",2017
"E06000017","Rutland","152","51","101","401","238","609",2017
"E12000005","West Midlands","76743","22952","53784","1386","877","1897",2017
"E08000025","Birmingham","12752","2271","10478","1213","546","1864",2017
"E08000026","Coventry","5593","1711","3882","1882","1272","2504",2017
"E08000027","Dudley","4876","1109","3767","1587","731","2423",2017
"E06000019","Herefordshire, of","1530","678","852","785","694","885",2017
"E08000028","Sandwell","3132","793","2339","1038","592","1478",2017
"E06000051","Shropshire","2675","824","1850","864","504","1252",2017
"E08000029","Solihull","1939","273","1666","1002","269","1715",2017
"E10000028","Staffordshire","8816","3063","5752","1021","709","1347",2017
"E06000021","Stoke-on-Trent","3120","880","2240","1281","771","1804",2017
"E06000020","Telford and Wrekin","1873","458","1414","1131","588","1683",2017
"E08000030","Walsall","4763","1569","3194","1831","1272","2376",2017
"E10000031","Warwickshire","7646","2536","5110","1394","935","1854",2017
"E08000031","Wolverhampton","5041","1716","3324","2129","1566","2690",2017
"E10000034","Worcestershire","12987","5071","7916","2225","1742","2707",2017
"E12000006","East of England","49786","18441","31339","844","649","1037",2017
"E06000055","Bedford","894","405","489","575","535","613",2017
"E10000003","Cambridgeshire","5486","2265","3221","887","767","1021",2017
"E06000056","Central Bedfordshire","1747","664","1083","658","516","801",2017
"E10000012","Essex","8159","3221","4938","574","465","681",2017
"E10000015","Hertfordshire","11866","4359","7503","1096","862","1319",2017
"E06000032","Luton","2081","578","1502","1110","715","1514",2017
"E10000020","Norfolk","7349","2552","4796","820","565","1077",2017
"E06000031","Peterborough","1178","381","797","654","479","839",2017
"E06000033","Southend-on-Sea","585","259","326","340","314","367",2017
"E10000029","Suffolk","9441","3329","6112","1280","897","1678",2017
"E06000034","Thurrock","1000","428","572","704","639","762",2017
"E12000007","London","53267","17720","35533","748","571","921",2017
"E09000002","Barkingand Dagenham","1365","512","853","929","773","1075",2017
"E09000003","Barnet","1639","581","1057","513","405","617",2017
"E09000004","Bexley","1805","698","1105","812","688","926",2017
"E09000005","Brent","3299","1142","2156","1231","898","1555",2017
"E09000006","Bromley","1517","566","951","497","409","577",2017
"E09000007","Camden","804","291","513","432","345","520",2017
"E09000001","London","26","14","12","336","321","346",2017
"E09000008","Croydon","2525","843","1682","750","571","918",2017
"E09000009","Ealing","2929","1024","1905","1059","800","1310",2017
"E09000010","Enfield","2455","885","1564","901","729","1062",2017
"E09000011","Greenwich","1627","529","1098","705","546","870",2017
"E09000012","Hackney","2957","558","2399","1478","802","2125",2017
"E09000013","Hammersmithand Fulham","959","390","569","719","661","777",2017
"E09000014","Haringey","2034","604","1430","989","711","1256",2017
"E09000015","Harrow","2306","879","1427","1042","831","1246",2017
"E09000016","Havering","1475","651","824","626","585","663",2017
"E09000017","Hillingdon","2697","727","1969","965","591","1336",2017
"E09000018","Hounslow","1289","443","846","577","443","715",2017
"E09000019","Islington","1590","489","1101","994","738","1248",2017
"E09000020","Kensingtonand Chelsea","504","201","303","350","319","386",2017
"E09000021","Kingstonupon Thames","663","192","471","421","298","542",2017
"E09000022","Lambeth","1911","628","1283","881","695","1063",2017
"E09000023","Lewisham","1353","379","974","561","391","722",2017
"E09000024","Merton","988","370","618","608","523","691",2017
"E09000025","Newham","2017","623","1394","962","680","1250",2017
"E09000026","Redbridge","1472","556","915","637","515","752",2017
"E09000027","Richmondupon Thames","594","213","381","351","284","414",2017
"E09000028","Southwark","2102","657","1445","973","733","1207",2017
"E09000029","Sutton","1093","339","754","576","402","736",2017
"E09000030","Tower Hamlets","1347","430","915","858","575","1146",2017
"E09000031","Waltham Forest","1725","516","1209","787","556","1010",2017
"E09000032","Wandsworth","1151","462","689","583","539","629",2017
"E09000033","Westminster","1049","328","721","530","370","693",2017
"E12000008","South East","71183","26019","45161","826","629","1021",2017
"E06000036","Bracknell Forest","776","320","456","739","642","833",2017
"E06000043","Brightonand Hove","2093","793","1300","877","713","1043",2017
"E10000002","Buckinghamshire","4549","1873","2675","902","772","1030",2017
"E10000011","East Sussex","3223","1232","1991","591","449","729",2017
"E10000014","Hampshire","10251","3819","6432","765","582","944",2017
"E06000046","Isle of Wight","1941","779","1162","1325","1037","1623",2017
"E10000016","Kent","10471","4134","6337","708","575","839",2017
"E06000035","Medway","3641","1167","2474","1395","959","1833",2017
"E06000042","Milton Keynes","2108","672","1436","918","640","1191",2017
"E10000025","Oxfordshire","3700","1158","2542","569","378","766",2017
"E06000044","Portsmouth","1725","598","1127","939","706","1188",2017
"E06000038","Reading","712","230","482","552","379","732",2017
"E06000039","Slough","2945","1050","1895","2627","2065","3183",2017
"E06000045","Southampton","5667","2028","3639","2703","2122","3326",2017
"E10000030","Surrey","4925","1512","3411","444","280","604",2017
"E06000037","West Berkshire","660","257","403","434","349","521",2017
"E10000032","West Sussex","9158","3313","5845","1101","806","1387",2017
"E06000040","Windsorand Maidenhead","2040","840","1200","1457","1263","1653",2017
"E06000041","Wokingham","598","244","354","392","331","450",2017
"E12000009","South West","67289","23786","43500","1233","887","1583",2017
"E06000022","Bath and North East Somerset","1777","646","1131","1025","790","1259",2017
"E06000028","Bournemouth","3450","1474","1976","1938","1786","2134",2017
"E06000023","Bristol, of","7614","2372","5242","1952","1436","2486",2017
"E06000052","Cornwall","12291","4008","8283","2245","1396","3079",2017
"E10000008","Devon","7218","2521","4697","921","627","1221",2017
"E10000009","Dorset","4779","1983","2796","1043","820","1279",2017
"E10000013","Gloucestershire","3610","1489","2121","583","491","674",2017
"E06000053","Islesof Scilly","26","13","13","1018","891","1109",2017
"E06000024","North Somerset","2548","847","1701","1241","792","1669",2017
"E06000026","Plymouth","2419","948","1471","989","810","1168",2017
"E06000029","Poole","2163","834","1329","1437","1121","1775",2017
"E10000027","Somerset","5229","1742","3486","966","621","1307",2017
"E06000025","South Gloucestershire","3742","1204","2538","1412","953","1877",2017
"E06000030","Swindon","2521","905","1616","1249","945","1547",2017
"E06000027","Torbay","2920","1021","1897","2257","1474","3022",2017
"E06000054","Wiltshire","4982","1779","3203","1043","746","1354",2017
"E92000001","England","616961","208290","408630","1159","833","1486",2018
"E12000001","North East","22376","7759","14616","861","619","1097",2018
"E06000005","Darlington","696","303","393","662","597","721",2018
"E06000047","County Durham","3685","1414","2270","703","552","853",2018
"E08000037","Gateshead","1646","454","1192","823","477","1170",2018
"E06000001","Hartlepool","798","310","488","883","701","1057",2018
"E06000002","Middlesbrough","825","326","499","653","536","765",2018
"E08000021","Newcastleupon Tyne","1982","602","1380","745","527","986",2018
"E08000022","North Tyneside","2916","934","1982","1432","952","1871",2018
"E06000057","Northumberland","4454","1668","2786","1360","1005","1705",2018
"E06000003","Redcarand Cleveland","812","313","499","602","476","717",2018
"E08000023","South Tyneside","806","300","506","541","419","660",2018
"E06000004","Stockton-on-Tees","1415","504","911","751","562","935",2018
"E08000024","Sunderland","2341","631","1710","842","476","1200",2018
"E12000002","North West","90253","32066","58185","1290","963","1618",2018
"E06000008","Blackburn with Darwen","2924","858","2066","2221","1400","3039",2018
"E06000009","Blackpool","1606","499","1107","1180","731","1629",2018
"E08000001","Bolton","2178","879","1299","823","685","957",2018
"E08000002","Bury","1531","662","869","848","762","925",2018
"E06000049","Cheshire East","3654","1082","2572","1016","563","1469",2018
"E06000050","Cheshire West and Chester","4023","1187","2836","1228","710","1729",2018
"E10000006","Cumbria","3729","1198","2531","750","449","1056",2018
"E06000006","Halton","1491","534","957","1209","893","1511",2018
"E08000011","Knowsley","2052","775","1277","1436","1179","1669",2018
"E10000017","Lancashire","14977","5353","9622","1267","921","1612",2018
"E08000012","Liverpool","4693","1502","3191","1054","778","1346",2018
"E08000003","Manchester","4944","1229","3715","1065","705","1450",2018
"E08000004","Oldham","2193","958","1235","1057","968","1141",2018
"E08000005","Rochdale","1913","839","1074","971","889","1047",2018
"E08000006","Salford","5142","1852","3290","2328","1835","2843",2018
"E08000014","Sefton","2929","1145","1784","1045","831","1271",2018
"E08000013","St.Helens","2267","851","1416","1270","968","1567",2018
"E08000007","Stockport","5296","2034","3262","1857","1464","2238",2018
"E08000008","Tameside","2154","781","1373","1000","754","1239",2018
"E08000009","Trafford","1701","505","1196","769","481","1051",2018
"E06000007","Warrington","1506","677","829","741","685","796",2018
"E08000010","Wigan","7493","3056","4437","2361","1967","2753",2018
"E08000015","Wirral","9857","3610","6247","3094","2324","3840",2018
"E12000003","Yorkshire and the Humber","67858","20651","47203","1284","830","1742",2018
"E08000016","Barnsley","1153","413","740","481","349","614",2018
"E08000033","Calderdale","2697","852","1844","1329","868","1778",2018
"E08000032","Bradford","9744","2754","6990","1999","1258","2737",2018
"E08000017","Doncaster","5007","689","4317","1641","467","2860",2018
"E06000011","East Riding of Yorkshire","2899","1097","1802","817","596","1040",2018
"E06000010","Kingstonupon Hull, of","1406","510","896","612","466","763",2018
"E08000034","Kirklees","6242","1806","4436","1493","912","2075",2018
"E08000035","Leeds","8862","2868","5994","1241","903","1576",2018
"E06000012","North East Lincolnshire","1947","581","1365","1243","762","1731",2018
"E06000013","North Lincolnshire","1288","311","976","780","363","1204",2018
"E10000023","North Yorkshire","8408","3274","5134","1359","1025","1721",2018
"E08000018","Rotherham","2915","811","2104","1140","642","1623",2018
"E08000019","Sheffield","4140","1102","3038","752","451","1057",2018
"E08000036","Wakefield","7380","2216","5164","2226","1379","3058",2018
"E06000014","York","3770","1367","2403","1907","1533","2300",2018
"E12000004","East Midlands","64200","20849","43347","1391","938","1846",2018
"E06000015","Derby","3663","676","2987","1444","629","2273",2018
"E10000007","Derbyshire","12393","3701","8691","1603","935","2260",2018
"E06000016","Leicester","2952","928","2024","1025","742","1315",2018
"E10000018","Leicestershire","7101","2490","4610","1053","749","1352",2018
"E10000019","Lincolnshire","8540","2987","5553","1131","788","1470",2018
"E10000021","Northamptonshire","9482","3605","5877","1367","1088","1657",2018
"E06000018","Nottingham","4319","1108","3211","1461","891","2080",2018
"E10000024","Nottinghamshire","15501","5249","10250","1934","1320","2545",2018
"E06000017","Rutland","249","105","144","630","511","783",2018
"E12000005","West Midlands","92389","28426","63950","1655","1078","2237",2018
"E08000025","Birmingham","14039","2591","11445","1328","620","2023",2018
"E08000026","Coventry","5878","1843","4035","1985","1352","2630",2018
"E08000027","Dudley","5425","1228","4196","1758","807","2681",2018
"E06000019","Herefordshire","1920","731","1189","994","731","1286",2018
"E08000028","Sandwell","3351","880","2470","1105","638","1561",2018
"E06000051","Shropshire","4499","1462","3037","1392","879","1934",2018
"E08000029","Solihull","2510","399","2111","1288","390","2167",2018
"E10000028","Staffordshire","13753","4853","8897","1573","1113","2051",2018
"E06000021","Stoke-on-Trent","4123","1213","2910","1699","1054","2356",2018
"E06000020","Telford and Wrekin","2724","761","1962","1660","1005","2337",2018
"E08000030","Walsall","6336","2236","4099","2425","1831","3007",2018
"E10000031","Warwickshire","8888","2966","5921","1613","1082","2144",2018
"E08000031","Wolverhampton","5662","1896","3765","2358","1708","3018",2018
"E10000034","Worcestershire","13281","5367","7913","2243","1822","2669",2018
"E12000006","East of England","57815","22000","35811","970","765","1176",2018
"E06000055","Bedford","1022","408","614","654","538","768",2018
"E10000003","Cambridgeshire","7022","3036","3986","1125","1014","1253",2018
"E06000056","Central Bedfordshire","1896","759","1137","706","586","825",2018
"E10000012","Essex","9611","3761","5850","671","536","805",2018
"E10000015","Hertfordshire","14692","5547","9143","1342","1084","1589",2018
"E06000032","Luton","1682","581","1101","914","690","1148",2018
"E10000020","Norfolk","8911","3163","5747","986","688","1288",2018
"E06000031","Peterborough","1319","539","780","769","674","872",2018
"E06000033","Southend-on-Sea","709","290","419","411","348","469",2018
"E10000029","Suffolk","10009","3539","6469","1352","943","1778",2018
"E06000034","Thurrock","942","377","565","642","546","728",2018
"E12000007","London","61904","20481","41417","852","651","1050",2018
"E09000001","London","36","13","23","413","305","564",2018
"E09000002","Barkingand Dagenham","2078","590","1488","1250","851","1625",2018
"E09000003","Barnet","1941","709","1231","596","477","711",2018
"E09000004","Bexley","1726","675","1051","767","657","870",2018
"E09000005","Brent","3436","1209","2227","1282","967","1596",2018
"E09000006","Bromley","1688","571","1117","545","405","672",2018
"E09000007","Camden","927","350","577","499","411","589",2018
"E09000008","Croydon","2702","754","1947","778","502","1032",2018
"E09000009","Ealing","3748","1469","2279","1339","1146","1537",2018
"E09000010","Enfield","2597","931","1666","932","748","1104",2018
"E09000011","Greenwich","1599","620","979","702","623","785",2018
"E09000012","Hackney","3481","749","2732","1811","1053","2530",2018
"E09000013","Hammersmithand Fulham","1406","509","897","1055","867","1229",2018
"E09000014","Haringey","2079","668","1409","996","770","1219",2018
"E09000015","Harrow","2604","1031","1573","1185","978","1380",2018
"E09000016","Havering","2279","800","1478","944","717","1157",2018
"E09000017","Hillingdon","2641","877","1764","971","730","1215",2018
"E09000018","Hounslow","1437","628","809","665","636","701",2018
"E09000019","Islington","1747","522","1225","1100","785","1414",2018
"E09000022","Lambeth","2634","653","1981","1129","743","1511",2018
"E09000023","Lewisham","1796","440","1356","708","446","954",2018
"E09000024","Merton","1011","375","636","623","529","713",2018
"E09000025","Newham","2061","671","1389","961","699","1227",2018
"E09000026","Redbridge","1949","642","1307","780","584","975",2018
"E09000027","Richmondupon Thames","660","275","385","389","355","421",2018
"E09000028","Southwark","2790","734","2056","1155","793","1513",2018
"E09000029","Sutton","1186","385","801","629","458","785",2018
"E09000030","Tower Hamlets","1667","536","1131","995","702","1303",2018
"E09000031","Waltham Forest","1743","536","1207","785","552","1013",2018
"E09000032","Wandsworth","1354","513","841","637","573","696",2018
"E09000020","Kensingtonand Chelsea","733","286","447","518","440","598",2018
"E09000021","Kingstonupon Thames","870","268","602","536","404","672",2018
"E09000033","Westminster","1298","492","806","647","539","766",2018
"E12000008","South East","82787","30191","52590","950","721","1178",2018
"E06000036","Bracknell Forest","883","330","553","807","643","969",2018
"E06000043","Brightonand Hove","2395","885","1509","978","770","1188",2018
"E10000002","Buckinghamshire","4553","1781","2771","892","720","1056",2018
"E10000011","East Sussex","4191","1547","2644","765","554","973",2018
"E10000014","Hampshire","12436","4557","7879","918","685","1146",2018
"E06000046","Isle of Wight","2118","875","1243","1414","1154","1675",2018
"E10000016","Kent","14269","5815","8454","947","798","1095",2018
"E06000035","Medway","4173","1387","2786","1600","1132","2067",2018
"E06000042","Milton Keynes","2870","1059","1811","1256","1013","1501",2018
"E10000025","Oxfordshire","3831","1227","2603","586","398","781",2018
"E06000044","Portsmouth","2239","720","1519","1197","841","1567",2018
"E06000038","Reading","741","254","487","568","404","734",2018
"E06000040","Windsorand Maidenhead","2035","770","1265","1437","1137","1728",2018
"E06000039","Slough","2884","951","1933","2588","1931","3247",2018
"E06000045","Southampton","5690","1892","3798","2683","1981","3422",2018
"E10000030","Surrey","6115","1958","4155","547","360","729",2018
"E06000037","West Berkshire","741","307","434","485","410","564",2018
"E10000032","West Sussex","10046","3664","6381","1198","882","1506",2018
"E06000041","Wokingham","577","212","365","372","287","458",2018
"E12000009","South West","77250","25792","51458","1405","949","1868",2018
"E06000022","Bath and North East Somerset","1490","563","927","845","679","1017",2018
"E06000029","Poole","2411","941","1470","1586","1254","1935",2018
"E06000028","Bournemouth","4102","1818","2284","2281","2155","2455",2018
"E06000023","Bristol, of","8775","2203","6572","2105","1314","2924",2018
"E06000052","Cornwall","13695","4354","9341","2492","1501","3475",2018
"E10000008","Devon","7439","2470","4969","936","601","1279",2018
"E10000009","Dorset","5583","2333","3250","1187","956","1427",2018
"E10000013","Gloucestershire","5347","1832","3515","865","595","1132",2018
"E06000053","Islesof Scilly","36","16","20","1488","1303","1712",2018
"E06000024","North Somerset","3095","982","2113","1504","909","2075",2018
"E06000026","Plymouth","2463","972","1491","1005","826","1186",2018
"E10000027","Somerset","6771","2210","4561","1249","781","1717",2018
"E06000025","South Gloucestershire","5055","1448","3607","1867","1121","2625",2018
"E06000030","Swindon","2977","942","2035","1444","954","1931",2018
"E06000027","Torbay","2969","871","2098","2316","1276","3339",2018
"E06000054","Wiltshire","5042","1837","3205","1052","764","1355",2018
"E92000001","England","710562","243565","466978","1322.8","963.1","1685.2",2019
"E12000001","North East","24410","8645","15765","932","684","1177",2019
"E06000005","Darlington","645","295","355","614","576","648",2019
"E06000047","County Durham","3700","1495","2200","702","580","825",2019
"E08000037","Gateshead","1915","490","1425","941","512","1372",2019
"E06000001","Hartlepool","1220","415","805","1351","948","1742",2019
"E06000002","Middlesbrough","880","375","505","692","619","764",2019
"E08000021","Newcastleupon Tyne","1985","645","1340","754","570","965",2019
"E08000022","North Tyneside","2745","975","1770","1336","981","1668",2019
"E06000057","Northumberland","4500","1600","2895","1362","943","1770",2019
"E06000003","Redcarand Cleveland","875","360","515","641","539","735",2019
"E08000023","South Tyneside","1025","345","680","684","478","885",2019
"E06000004","Stockton-on-Tees","2120","755","1365","1119","831","1398",2019
"E08000024","Sunderland","2800","885","1915","1000","668","1329",2019
"E12000002","North West","112385","41370","71015","1595","1231","1959",2019
"E06000008","Blackburn with Darwen","3390","1050","2345","2538","1655","3426",2019
"E06000009","Blackpool","2425","805","1620","1750","1164","2346",2019
"E08000001","Bolton","2170","950","1220","810","730","889",2019
"E08000002","Bury","2015","785","1230","1105","898","1304",2019
"E06000049","Cheshire East","5605","1950","3655","1502","1006","1996",2019
"E06000050","Cheshire West and Chester","5080","1590","3495","1526","943","2088",2019
"E10000006","Cumbria","5245","1845","3395","1034","687","1384",2019
"E06000006","Halton","1815","670","1145","1444","1105","1771",2019
"E08000011","Knowsley","2135","765","1370","1477","1155","1768",2019
"E10000017","Lancashire","18185","6775","11410","1528","1161","1894",2019
"E08000012","Liverpool","5990","2125","3865","1334","1088","1610",2019
"E08000003","Manchester","7055","2110","4945","1645","1205","2101",2019
"E08000004","Oldham","2790","1150","1640","1322","1158","1485",2019
"E08000005","Rochdale","2670","990","1680","1321","1036","1598",2019
"E08000006","Salford","6215","2170","4045","2819","2138","3515",2019
"E08000014","Sefton","3105","1185","1915","1113","853","1377",2019
"E08000013","St.Helens","2430","975","1455","1353","1099","1605",2019
"E08000007","Stockport","6225","2470","3750","2171","1771","2551",2019
"E08000008","Tameside","2390","995","1395","1101","949","1252",2019
"E08000009","Trafford","3225","1170","2055","1464","1130","1794",2019
"E06000007","Warrington","2000","900","1095","971","903","1044",2019
"E08000010","Wigan","8915","3720","5190","2793","2380","3208",2019
"E08000015","Wirral","11300","4215","7085","3516","2689","4332",2019
"E12000003","Yorkshire and the Humber","73575","23680","49890","1389","945","1836",2019
"E08000016","Barnsley","1630","680","950","673","569","772",2019
"E08000033","Calderdale","2810","795","2015","1390","805","1969",2019
"E08000032","Bradford","9980","3090","6890","2080","1407","2747",2019
"E08000017","Doncaster","4775","1235","3540","1561","834","2310",2019
"E06000011","East Riding of Yorkshire","4260","1605","2655","1211","872","1555",2019
"E06000010","Kingstonupon Hull, of","2415","635","1780","951","571","1351",2019
"E08000034","Kirklees","6660","1840","4820","1591","932","2258",2019
"E08000035","Leeds","6810","2265","4545","965","710","1214",2019
"E06000012","North East Lincolnshire","1680","645","1035","1060","831","1290",2019
"E06000013","North Lincolnshire","1150","420","730","669","486","853",2019
"E10000023","North Yorkshire","9475","3700","5770","1492","1146","1870",2019
"E08000018","Rotherham","3910","1220","2690","1508","963","2042",2019
"E08000019","Sheffield","5295","1520","3775","974","616","1333",2019
"E08000036","Wakefield","7600","2205","5395","2258","1339","3153",2019
"E06000014","York","5125","1820","3305","2573","2036","3141",2019
"E12000004","East Midlands","88510","29640","58865","1893","1316","2472",2019
"E06000015","Derby","4455","1065","3390","1815","999","2645",2019
"E10000007","Derbyshire","16090","5315","10775","2034","1319","2737",2019
"E06000016","Leicester","4040","1160","2885","1402","910","1887",2019
"E10000018","Leicestershire","9705","3445","6255","1420","1023","1807",2019
"E10000019","Lincolnshire","9325","3335","5985","1217","864","1567",2019
"E10000021","Northamptonshire","13465","4665","8800","1908","1379","2442",2019
"E06000018","Nottingham","8510","2520","5985","3099","2188","4086",2019
"E10000024","Nottinghamshire","22540","8000","14545","2758","1980","3535",2019
"E06000017","Rutland","380","135","245","942","627","1336",2019
"E12000005","West Midlands","102675","32085","70590","1817","1202","2440",2019
"E08000025","Birmingham","14265","3145","11120","1398","755","2028",2019
"E08000026","Coventry","6515","2195","4320","2166","1624","2724",2019
"E08000027","Dudley","6680","1645","5040","2153","1067","3209",2019
"E06000019","Herefordshire, of","1785","580","1200","925","562","1317",2019
"E08000028","Sandwell","3910","1155","2750","1288","841","1735",2019
"E06000051","Shropshire","5200","1945","3250","1567","1147","2024",2019
"E08000029","Solihull","2505","600","1905","1243","586","1889",2019
"E10000028","Staffordshire","18025","6335","11690","2045","1440","2680",2019
"E06000021","Stoke-on-Trent","5110","1475","3635","2076","1267","2915",2019
